city,pass_id,variant,n_cells,n_blocks,contributing_blocks,within_block_Sxx,within_block_variance,residualized_canopy_Sxx,maximum_block_information_share,top_five_block_information_share,effective_information_blocks,maximum_raw_block_information_share,design_rank,residual_degrees_of_freedom,removed_context_terms,bootstrap_requested,bootstrap_estimable,bootstrap_failed,resampling_groups,seed,maximum_slope_design_leverage,LST_K_SE_per_10pp,LST_K_bootstrap_width_95_per_10pp,LST_K_cluster_sandwich_SE_per_10pp,M_W_m2_SE_per_10pp,M_W_m2_bootstrap_width_95_per_10pp,M_W_m2_cluster_sandwich_SE_per_10pp,source_run_id
phoenix,phoenix:28970,registration_fixed_support_dx0_dy1,417544,2967,2937,296.04999465351625,0.0007090270597913423,257.9011430724226,0.0019645493775541914,0.007735433608952982,1873.9974139454334,0.0018997231427548924,7,414570,[],1000,1000,0,2967,20260921,0.08355396356619244,0.05754580005575712,0.22416842070988396,0.05702600040862657,0.48047366139634873,1.8868989283892637,0.47599552933288136,pooled_extension_20260921_phoenix
phoenix,phoenix:29092,registration_fixed_support_dx0_dy0,518134,3215,3205,376.1241270239805,0.0007259205669266648,324.5373087162036,0.0015089537307577106,0.0062830771880839405,2235.091866524104,0.001421528307742083,7,514912,[],1000,1000,0,3215,20260921,0.0781945404399349,0.02873288090510811,0.11713268878934324,0.028653923627702745,0.2163865596882343,0.8668702925277669,0.21553531727279465,pooled_extension_20260921_phoenix
phoenix,phoenix:29092,registration_dx-1_dy0,552762,3236,3226,424.5157950848758,0.000767990193039456,366.3881340047514,0.0014124776483134336,0.0063663618035840345,2230.9499792685897,0.0015185558713769285,7,549519,[],1000,1000,0,3236,20260921,0.07781580963356889,0.025344667058607332,0.10009034982334297,0.026751083805787085,0.19384091486374436,0.7546936955281982,0.2014124213273803,pooled_extension_20260921_phoenix
phoenix,phoenix:29092,registration_fixed_support_dx-1_dy0,518134,3215,3204,381.0585317661406,0.0007354439812213455,328.78153637999947,0.001445721327176799,0.006392786739236556,2243.6606131891062,0.0014950426444278171,7,514912,[],1000,1000,0,3215,20260921,0.07881272067901937,0.027455424146494174,0.10953878577064147,0.027151696254228714,0.2062456645086975,0.8203211889416586,0.20434189791174107,pooled_extension_20260921_phoenix
phoenix,phoenix:29092,registration_dx1_dy0,552883,3242,3229,424.8668281326678,0.0007684570300274522,366.48871826059803,0.0013768489968084463,0.006251727168372767,2235.0591349036645,0.0014804344583743525,7,549634,[],1000,1000,0,3242,20260921,0.07682766396503232,0.02991490885248279,0.11663830754729543,0.029297721786004195,0.21866624538141946,0.8496591524174804,0.21810471143297927,pooled_extension_20260921_phoenix
phoenix,phoenix:29092,registration_fixed_support_dx1_dy0,518134,3215,3205,381.69409090416707,0.000736670612050487,329.17740914028934,0.0014707189134243073,0.006392316589086081,2242.1601661145146,0.0014621737824246812,7,514912,[],1000,1000,0,3215,20260921,0.07769861369111798,0.029719760246000065,0.11881606842992487,0.029764621138878185,0.22184693173618647,0.8498535932683762,0.22117959082713667,pooled_extension_20260921_phoenix
phoenix,phoenix:29092,registration_dx0_dy-1,552676,3233,3223,424.9999505424178,0.0007689857177485865,366.2843074497515,0.0013363491146566023,0.006090972017591714,2237.8544785958534,0.0014990530439282395,7,549436,[],1000,1000,0,3233,20260921,0.07736267569222142,0.02801857848369556,0.1098698845620989,0.02771053593132293,0.20595690711714262,0.8190546175212052,0.20558778498693672,pooled_extension_20260921_phoenix
phoenix,phoenix:29092,registration_fixed_support_dx0_dy-1,518134,3215,3205,380.97005760640434,0.000735273225857412,328.5142619977256,0.001307014150721077,0.005998286957726816,2248.204007162275,0.0013753420370417573,7,514912,[],1000,1000,0,3215,20260921,0.07947830053421333,0.028226977773036854,0.11312140388819758,0.028089528984062986,0.21065535722902123,0.7991382767753823,0.20936697402552562,pooled_extension_20260921_phoenix
phoenix,phoenix:29092,registration_dx0_dy1,552839,3237,3229,424.7561160329231,0.0007683179298727534,367.19491551898886,0.001479775066358318,0.006326475573367749,2231.9539811739105,0.0014973673455185672,7,549595,[],1000,1000,0,3237,20260921,0.07914228700655535,0.02722968317671042,0.10386618641651635,0.027693406489439066,0.20486216076566338,0.8021102505997089,0.2123590738026953,pooled_extension_20260921_phoenix
phoenix,phoenix:29092,registration_fixed_support_dx0_dy1,518134,3215,3205,380.4814291477778,0.000734330171630848,328.6691067192819,0.0015406672417606177,0.006234110645702112,2245.4364081451677,0.0014781615689245834,7,514912,[],1000,1000,0,3215,20260921,0.07954681638417374,0.028234900647683213,0.11556047723169927,0.028109466991658835,0.21391158855743692,0.8523600989702409,0.21457596093618433,pooled_extension_20260921_phoenix
